number,TeacherID,speaker,utterance,ut,rc,ICA_best_dim_1,ICA_best_dim_2,ICA_best_dim_3,ICA_best_dim_4,ICA_best_dim_5,ICA_best_dim_6,ICA_best_dim_7,ICA_best_dim_8,ICA_best_dim_9,ICA_best_dim_10,ICA_best_dim_11,ICA_best_dim_12,ICA_best_dim_13,ICA_best_dim_14,ICA_best_dim_15,ICA_best_dim_16,ICA_best_dim_17,ICA_best_dim_18,ICA_best_dim_19
175,3026,S,Speed. How far you went. The distance. ,Rs,EX,0.143668943,-0.146150439,0.135607956,0.169378173,-0.203125089,-0.170603633,-0.216853012,-0.168578908,0.175421859,0.131645467,0.143675831,0.194752382,-0.176754437,0.188986326,0.18821385,-0.181188376,0.124132398,-4.388409532,1.379813134
176,3026,T,"Right, odometer measures the distance ",Fy,EX,0.235719139,-0.279704447,0.266202328,-2.29816264,-0.261535486,-0.338033153,-0.304257323,-0.233414495,0.286121874,0.221645834,0.284623124,0.248101641,-0.225377514,-1.484632809,0.246390526,-0.357632143,0.200697814,0.274587433,-0.325652924
177,3026,T,and you speedometer measures what? ,Q,EX,0.225513135,3.931706466,0.166029565,0.178770805,-0.202744145,-0.15624204,-0.193237722,-0.102213126,0.180314421,0.135853792,0.175495065,0.163108299,-0.121204837,0.203556972,0.154722897,-0.17381922,0.078559277,0.138547751,-0.178749456
178,3026,S,Average. Speed. ,Rs,EX,0.097440379,-0.175813752,0.116068481,0.170710823,-0.10240895,-0.113508649,-0.144721409,-0.067247954,-4.583536197,0.084992689,0.165738983,0.110103421,-0.108732828,0.227328816,0.114638991,-0.18764477,0.05477185,0.11832075,-0.105340696
179,3026,T,"Speed, ok? ",Fq,EX,0.358491727,-0.44083552,0.337792377,0.515910346,-0.361726161,-0.41723874,-0.461473733,-0.261053436,0.385336451,0.309266988,0.366511506,0.383432924,-0.284908872,0.714577876,0.361638751,1.921740621,0.236758696,0.399275566,-0.38756873
180,3026,T,So instantaneous speed means the speed I’m going when?,Q,OD,0.784221141,-0.953611065,0.720944874,1.112943183,-0.716893607,-0.916928837,-0.924657366,-0.561275525,0.843856253,0.631710473,0.778203191,0.79149037,-0.616048331,1.698288883,0.779645506,-1.170042715,0.536449267,0.790070177,-0.81704915
181,3026,S,When you start. ,Rs,OD,0.122612271,-0.141221414,0.103646052,0.218890018,-0.102388619,-0.120447367,-0.148353061,-0.06221159,0.101975086,0.082701345,0.111566972,0.128370908,-0.069362687,0.179284587,0.098103959,-0.156631192,0.032508812,0.110603505,3.818428878
182,3026,T,"Well any time, right?  ",Fy,OD,0.234889139,-0.313343157,0.266835329,0.334240376,-0.268221743,-0.410410297,-0.291707909,-0.244202635,0.298439788,0.217922014,0.283595865,0.24171782,-0.205666116,-3.391126535,0.248142647,-0.43384745,0.170119019,0.31614468,-0.281188927
183,3026,T, If I want to know my speed at any given time what am I going to look at? ,Q,EX,0.403646191,-0.46974428,0.375996653,0.534235031,-0.422265787,0.34859697,-0.503618223,-0.345427332,0.452331197,0.341059309,0.404016648,0.444227796,-0.368415754,0.808902625,0.437565476,-0.57554658,0.305994182,-2.720328884,-0.452735767
184,3026,S,The speedometer. ,Rs,EX,0.436209453,-0.574424793,0.402630103,0.684238892,-0.395850723,-0.539146899,-0.544793392,-0.265983897,0.481211446,0.33162301,0.443192329,0.437929384,-0.30222618,1.041574768,0.427627206,-0.709166034,0.209822312,0.443429302,-0.457429582
185,3026,T,"I’m going to look at my speedometer, and I’m going to know exactly how fast I’m going at that one moment. ",Fs,EX,0.853823478,-1.029448318,0.784607828,1.19868404,-0.781102183,-0.992485224,-1.00063016,-0.62033385,0.916385214,0.691727965,0.845205363,0.862202566,-0.67881276,1.829631705,0.850049166,-1.26221805,0.601774657,0.859398348,-0.888973062
186,3026,T,That’s instantaneous speed. ,E,SK,0.610215297,-0.76401793,0.561787489,0.898591038,-0.556372165,-0.728037868,-0.734725379,-0.413629711,0.662533849,0.481666741,0.61069776,0.614709877,-0.459137255,1.369931826,0.603636356,-0.939604377,0.37313579,0.616749739,-0.637239366
187,3026,T,"Now average speed, remember, is an average of all my what? ",Q,SK,0.175324698,-0.251106245,0.199480642,0.245675362,-0.189777298,-0.230786074,-0.222762154,-0.169174657,-4.023099494,0.165571661,0.246108637,0.190090843,-0.193260789,-0.824042745,0.197697935,-0.295464323,0.156353995,0.216638482,-0.195563258
188,3026,S,Speeds. ,Rs,SK,0.053554896,-0.116464777,0.057977787,0.114238569,-0.056562058,-0.080885273,-0.082125457,-0.008637244,0.060800051,-3.770610838,0.068805911,0.052105669,-0.015627621,0.151164638,0.050414581,-0.135108381,-0.034257768,0.056500155,-0.060923416
189,3026,T,All my different speeds from point A to point B. ,Fs,SK,0.137172681,-0.182956408,0.137669691,0.158072235,-0.141927454,-0.14593204,-0.146402272,-0.119991725,0.134933545,-5.961872441,0.145683836,0.138816326,-0.126108421,0.207961262,0.140903476,-0.205462795,0.113258442,0.136319455,-0.146677327
190,3026,S,And then you divide by the number. ,Rs,SK,0.126984486,-0.118298652,0.100646389,0.125627901,-0.102615544,-0.153996569,-0.109907045,5.935041034,0.09649278,0.088517202,0.10869651,0.115929197,-0.080051491,0.155204583,0.098508483,-0.114684222,0.057464503,0.158273053,-0.105151509
191,3026,T,"Right, so I can measure my speed exactly as I go up a hill, and I could later on give my average, so that’s two different things, ok?  ",Fq,SK,0.16407618,-0.237693155,0.185490493,0.217812046,-0.17081715,-0.164793977,-0.206439219,-0.156048498,-6.227456363,0.158993008,0.247580054,0.183745425,-0.209547327,0.289447075,0.192835076,-0.249387949,0.176550021,0.189176301,-0.173464501
192,3026,T,"We’re going to look at speed today and we’re going to do some calculations using some equipment that you see on your desk. Questions on your bell ringer? We need to jump back to yesterday for a minute. We did not get to finish our questions over equilibrium, did we? ",P,,0.314835397,-0.29517564,0.268001979,0.315593178,-0.274049524,-0.346378286,-0.292244081,7.160726315,0.277667426,0.255988799,0.280941579,0.304945965,-0.262664978,0.439054141,0.284712567,-0.320316731,0.265926937,0.350713522,-0.291632406
193,3026,T,"T:  I know, I’m fixing it. Ok, so in your own words, what does equilibrium mean? ",Q,SK,0.181816674,-0.290700838,0.180598947,0.203812439,-0.189642636,-0.185769728,-0.184595171,-0.178143916,0.275241493,0.177491234,-5.852892593,0.186596137,-0.182365749,0.224739111,0.220654178,-0.183644683,0.185206186,0.182712146,-0.194537432
194,3026,T,"Ok, we talked about equilibrium, ",P,SK,0.131656501,-0.182329319,-1.781516664,0.217320482,-0.146609473,-0.138409015,-0.148291943,-0.117384944,0.153048109,0.124619241,0.139540583,0.149931666,4.207081479,0.175688304,0.158337191,-0.139139127,0.110689484,0.154368018,-0.146012217
195,3026,T,"[inaudible], when an eco-system reaches that climax community, so let’s see what you all said. ",P,SK,0.172036093,-0.185421618,-6.194062679,0.28314159,-0.209996278,-0.176469264,-0.209165211,-0.166811958,0.167926474,0.167048595,0.178391182,0.230991608,-0.200528118,0.146004788,0.219168392,-0.171945252,0.170229043,0.171988347,-0.204381732
196,3026,T,"Alright, balance, eco-system balance, 50/50 the same, eco system that stays in balance. ",Fs,SK,0.189463096,-0.298845279,0.187897262,0.20845901,-0.197509957,-0.191863892,-0.190583678,-0.188289558,0.284898557,0.185948361,-6.018423133,0.194567801,-0.192390687,0.22954584,0.229827162,-0.188381645,0.198501166,0.190119124,-0.202438495
197,3026,T,"I think the key word here is what, guys? ",Q,SK,0.193963622,-0.216929966,0.220714417,-4.073011678,-0.210438232,-0.232529201,-0.270757192,-0.170744807,0.230352591,0.179723601,0.240066339,0.20823723,-0.189021184,0.22756271,0.19925888,-0.252490828,0.16147549,0.195380798,-0.307071038
198,3026,S,Balance.,Rs,SK,0.067120351,-0.168534218,0.071124232,0.134113874,-0.07163282,-0.09435727,-0.094767569,-0.02595929,0.130385525,0.050634338,-3.369934605,0.067021182,-0.031991695,0.152638177,0.083059426,-0.112590258,-0.014218516,0.071607508,-0.076021489
199,3026,T,"Balance, meaning that we have reached a state… ",Fy,SK,0.163948096,-0.184944727,-3.794862187,-1.117429084,-0.192857423,-0.182391186,-0.215084715,-0.147976066,0.174315132,0.154396437,0.18412984,0.204851799,-0.175301603,0.166732298,0.194158117,-0.188576132,0.14112746,0.164911415,-0.220330215
200,3026,T,"One, two, three, four… Key word meaning balance, meaning the level, the system, whatever system we’re talking about; ",E,SK,0.220192219,-0.236737896,0.248422835,-4.458717384,-0.238202467,-0.25690938,-0.29848467,-0.203341528,0.2578315,0.207682832,0.268134179,0.236423104,-0.222539459,0.243599501,0.227351924,-0.274488309,0.202874892,0.220872623,-0.343546426
201,3026,T," volcano, eco-system, you’re human body. ",E,OD,0.15887741,-0.266267514,0.158704004,0.189872726,-0.166040673,-0.167487232,-0.166629651,-0.147706991,0.2462703,0.152119857,-5.356300998,0.162681146,-0.152290939,0.210318924,0.193135228,-0.169433799,0.145321245,0.16049122,-0.170834243
202,3026,T," What ever the system is it’s always trying to keep a stable condition; a balance of the systems, ok? ",E,OD,0.122918887,-0.128894866,0.123807605,0.122772006,-0.219426111,-0.170960114,-0.221445035,-0.17999845,0.183366062,0.123877296,0.13302377,0.191661151,-0.188798078,0.17560405,0.198474625,-0.171887133,0.118738654,-6.3432917,-0.199083486
203,3026,T," Like your body is always trying to balance temperatures, so I think you all got that pretty good. ",E,EX,0.189463096,-0.298845279,0.187897263,0.20845901,-0.197509957,-0.191863891,-0.190583678,-0.188289558,0.284898558,0.185948362,-6.018423132,0.194567801,-0.192390686,0.22954584,0.229827162,-0.188381645,0.198501166,0.190119124,-0.202438495
204,3026,T, Then we talked about the stages of succession in order.,E,SK,0.179574845,-0.178456146,0.164228275,0.213633373,-0.171280108,4.935181228,-0.173977227,-0.172323789,0.159287481,0.15563792,0.173377252,0.205240199,-0.15580278,0.3204246,0.170581083,-0.175635124,0.145554339,0.201556165,-0.17555222
205,3026,T,Here were your choices. If we’re going from earliest to latest… ,P,SK,0.15887741,-0.266267514,0.158704005,0.189872727,-0.166040673,-0.167487237,-0.166629651,-0.147706991,0.246270299,0.152119857,-5.356300999,0.162681147,-0.152290939,0.210318925,0.193135228,-0.169433799,0.145321246,0.16049122,-0.170834243
206,3026,T,"Where are you glasses, sweetie? ",Q,,-4.859063269,-0.218101465,0.122098503,0.152286036,-0.171860301,-0.142204631,-0.176696647,-0.102923123,0.120777904,0.109283417,0.13224758,0.120774128,-0.102930161,0.120227884,0.122414593,-0.144964976,0.080038922,0.121315053,-0.157664672
207,3026,S,I broke them. ,Rs,,0.088479944,-0.154574019,0.127671995,0.195256154,-0.081216873,-0.108863416,3.27161822,-0.03421789,0.092198904,0.059239342,0.094254007,0.109333361,-0.040520394,0.137080137,0.113226529,-0.247002513,0.002415719,0.094853517,-0.140908951
208,3026,T,"They’re broken. Here, have a seat right here. ",Fs,,0.183985744,-0.274904037,0.265791403,0.219412914,-0.202095066,-0.251391466,-0.266634791,-0.187963276,0.218285442,0.177141008,0.23344119,0.185911363,-0.190418764,-1.181128232,-3.926147412,-0.293543789,0.24862939,0.22113668,-0.207410582
209,3026,T,That way we won’t block you in. ,P,,0.153583557,-0.13238031,0.122582444,0.136183581,-0.126156652,-0.17668689,-0.126770746,6.654801924,0.116398848,0.114395376,0.12969907,0.141971859,-0.111121308,0.167542207,0.123372075,-0.126788373,0.099662331,0.187623687,-0.128545419
210,3026,T,"Alright, so which one would be the earliest stage that needs to be on top, Andrew? ",Q,SK,0.303343437,4.916044446,0.226247467,0.213167891,-0.274858581,-0.20218405,-0.247797793,-0.172004793,0.241081966,0.199444285,0.234199821,0.226988396,-0.193632807,0.240320312,0.218503682,-0.212811273,0.168228625,0.19231769,-0.243936761
211,3026,S,Bare rock. ,Rs,SK,0.135344358,-0.149654354,0.124383221,0.184891554,-0.128447823,4.117238697,-0.140813928,-0.114110901,0.122280273,0.109946904,0.134593716,0.155631484,-0.101751147,0.276437767,0.125417529,-0.149337774,0.074608929,0.155208136,-0.132626888
212,3026,T,"Bare rock, right? ",Fy,SK,0.196835827,-0.223313265,0.197723228,0.253637073,-0.202744207,3.088952595,-0.212848261,-0.194728006,0.205307885,0.175217701,0.209497432,0.215908178,-0.170866794,-0.943122947,0.195373988,-0.262513162,0.15142534,0.238897617,-0.209969579
213,3026,T,That’s after lava has hardened and we have nothing but bare rock. ,E,SK,0.186769234,-0.197693056,0.192471346,-1.929689151,-0.19085917,2.351326022,-0.22236721,-0.171534299,0.194820036,0.167680762,0.206721796,0.206738714,-0.172411986,0.273993655,0.184919982,-0.214062976,0.153514915,0.198468481,-0.241311629
214,3026,T,Is there life there yet? ,Q,SK,-3.665749484,-0.164987447,0.072863365,0.124510142,-0.107466826,-0.099771972,-0.126271843,-0.032953956,0.074894487,0.052335517,0.084354694,0.067477573,-0.035070859,0.104296813,0.066710883,-0.113186488,-0.010000318,0.071853287,-0.097748562
215,3026,S,No.,Ry,,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
216,3026,T,Is there soil there yet? ,Q,SK,0.154714835,-0.236418715,0.181415984,0.260975897,-0.179737907,-0.300926221,-0.21253029,-0.13891359,0.2081409,0.133814465,0.197865908,0.158185342,-0.112122826,-2.529219003,0.161006924,-0.329848344,0.057559735,0.217975508,-0.190391754
217,3026,S,No. ,Ry,SK,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
218,3026,T,"No, bare rock, ",Fy,SK,0.135344358,-0.149654354,0.124383221,0.184891554,-0.128447823,4.117238697,-0.140813928,-0.114110901,0.122280273,0.109946904,0.134593716,0.155631484,-0.101751147,0.276437767,0.125417529,-0.149337774,0.074608929,0.155208136,-0.132626888
219,3026,T,so what’s the next thing that can grow on bare rock? ,Q,SK,0.179574845,-0.178456147,0.164228275,0.213633373,-0.171280108,4.935181231,-0.173977228,-0.17232379,0.159287481,0.155637922,0.173377252,0.205240199,-0.155802785,0.320424599,0.170581083,-0.175635124,0.145554339,0.201556165,-0.17555222
220,3026,S,Minor species. ,Rs,SK,0.234889139,-0.313343157,0.266835329,0.334240377,-0.268221743,-0.410410297,-0.291707909,-0.244202635,0.298439789,0.217922014,0.283595865,0.241717821,-0.205666116,-3.391126537,0.248142647,-0.433847451,0.170119019,0.316144681,-0.281188927
221,3026,T,Minor species; ,Fy,SK,0.234889139,-0.313343157,0.266835329,0.334240377,-0.268221743,-0.410410297,-0.291707909,-0.244202635,0.298439789,0.217922014,0.283595865,0.241717821,-0.205666116,-3.391126537,0.248142647,-0.433847451,0.170119019,0.316144681,-0.281188927
222,3026,T,do they need soil to grow? ,Q,SK,0.256558688,-0.316456392,0.278515282,0.34053423,-0.297445081,-0.387727162,-0.324655321,-0.263901459,0.30484671,0.249872414,0.294720651,0.277122873,-0.237324023,-2.450620147,0.272004842,1.134164828,0.216298622,0.340444385,-0.302237683
223,3026,S,Yes. No. ,Ry,SK,0.122612271,-0.141221414,0.103646054,0.218890018,-0.102388618,-0.120447366,-0.148353061,-0.06221159,0.101975085,0.082701345,0.111566972,0.128370908,-0.069362687,0.179284599,0.098103958,-0.156631191,0.032508812,0.110603504,3.818428898
224,3026,T,No.,Fy,SK,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
225,3026,T,So are shrubs going to be next? ,Q,SK,0.360301591,-0.439607038,0.333581786,0.5107558,-0.337043491,-0.421885878,-0.443736678,-0.254793534,0.389636536,0.292865358,0.364041782,0.402788928,-0.279134773,0.73968342,0.466141556,-0.524702403,-3.636526155,0.36215321,-0.376739676
226,3026,S,Yeah. I put shrubs. ,Rs,SK,0.106376958,-0.139492067,0.125166655,0.135070863,-0.114575373,-0.125926242,-0.16204583,-0.098183413,0.115961455,0.100602834,0.116603176,-2.491429453,-0.095094539,0.093330431,0.215907666,-0.131620498,-3.766758267,0.116581956,-0.134410144
227,3026,T,What do shrubs need to grow in? ,Q,SK,0.256558678,-0.316456373,0.278515266,0.340534213,-0.297445073,-0.387727119,-0.324655318,-0.263901441,0.304846688,0.249872409,0.294720634,0.277122869,-0.237324015,-2.450619395,0.272004831,1.134165715,0.216298613,0.340444371,-0.30223767
228,3026,S,Soil. ,Rs,SK,0.154714835,-0.236418715,0.181415984,0.260975897,-0.179737907,-0.300926221,-0.21253029,-0.13891359,0.2081409,0.133814465,0.197865908,0.158185342,-0.112122826,-2.529219003,0.161006924,-0.329848344,0.057559735,0.217975508,-0.190391754
229,3026,T,Soil. ,Fy,SK,0.154714835,-0.236418715,0.181415984,0.260975897,-0.179737907,-0.300926221,-0.21253029,-0.13891359,0.2081409,0.133814465,0.197865908,0.158185342,-0.112122826,-2.529219003,0.161006924,-0.329848344,0.057559735,0.217975508,-0.190391754
230,3026,T,Is there any soil yet on bare rock? ,Q,SK,0.201205298,-0.230498308,0.203976096,0.26019267,-0.208879517,2.890213587,-0.219471681,-0.200438321,0.213040324,0.179957217,0.216037811,0.219686897,-0.175428093,-1.104108947,0.200760949,-0.275001579,0.155617711,0.245961851,-0.21649064
231,3026,S,No. ,Ry,SK,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
232,3026,T,"No, so shrubs can’t be next, so it has to be pioneer species. ",Fs,SK,0.274976291,-0.351805377,0.309545002,0.370872617,-0.312463661,-0.465152335,-0.331296718,-0.296847157,0.343589233,0.259975789,0.326460844,0.28348406,-0.252437761,-3.822080302,0.291710509,-0.485847004,0.226398657,0.365229267,-0.326587514
233,3026,T,"Then when the pioneer species start breaking down that rock, to form soil, then we can have seedlings and shrubs, ",E,SK,0.347133165,-0.421037375,0.386422413,0.436810648,-0.392099113,-0.563687998,-0.402556576,-0.391607298,0.424858232,0.335672583,0.403617805,0.35866329,-0.336626722,-4.59779708,0.370132659,-0.579446199,0.327702017,0.453581522,-0.40830497
234,3026,T,and then the last stage? ,Q,SK,0.061531452,-0.108374662,-3.571539557,0.179444819,-0.083263473,-0.089042719,-0.108807592,-0.019483885,0.069062657,0.044667119,0.076513263,0.092390022,-0.042370191,0.107647135,0.082210406,-0.105904869,-0.022776882,0.065479622,-0.081646803
235,3026,S,Virgin maple forest. ,Rs,SK,0.153583557,-0.13238031,0.122582444,0.136183581,-0.126156687,-0.176686891,-0.126770747,6.654801969,0.116398848,0.114395376,0.129699069,0.141971859,-0.111121308,0.167542206,0.123372074,-0.126788372,0.099662331,0.187623686,-0.128545418
236,3026,T,"Ok, Tim, you got that order correct. ",Fs,SK,0.189354376,-0.223196417,0.187456459,0.220328995,-0.213511219,-0.19665214,-0.231628268,-0.175301479,0.189757287,-3.615862678,0.197958789,0.210691697,-0.182568853,0.255391326,0.19842002,1.816233777,0.177398293,0.219802326,-0.210061477
237,3026,T,"Some groups started with the pioneer species, ",Fs,SK,0.299028583,-0.37488271,0.335170806,0.392851961,-0.339008811,-0.497997557,-0.355050004,-0.328433871,0.370678899,0.285208053,0.352179831,0.308543802,-0.280500748,-4.080652563,0.317851225,-0.517046736,0.260166447,0.394680019,-0.353826666
238,3026,T," but remember, before the pioneer species, they have to grow on what? ",Fq,SK,0.299028583,-0.37488271,0.335170806,0.392851961,-0.339008812,-0.497997557,-0.355050004,-0.328433871,0.370678899,0.285208054,0.352179831,0.308543803,-0.280500748,-4.080652564,0.317851225,-0.517046736,0.260166447,0.394680019,-0.353826666
239,3026,S,Bare rock.,Rs,SK,0.135344358,-0.149654354,0.124383221,0.184891554,-0.128447823,4.117238697,-0.140813928,-0.114110901,0.122280273,0.109946904,0.134593716,0.155631484,-0.101751147,0.276437767,0.125417529,-0.149337774,0.074608929,0.155208136,-0.132626888
240,3026,T,Bare rock. ,Fy,SK,0.135344358,-0.149654354,0.124383221,0.184891554,-0.128447823,4.117238697,-0.140813928,-0.114110901,0.122280273,0.109946904,0.134593716,0.155631484,-0.101751147,0.276437767,0.125417529,-0.149337774,0.074608929,0.155208136,-0.132626888
241,3026,T,"Down here, bare rock was right, but someone put shrubs and seedlings next. ",E,SK,0.267104732,-0.311405563,0.283624059,0.33555154,-0.289365262,1.661437582,-0.298187785,-0.286816049,0.303868498,0.250009286,0.297539527,0.2837756,-0.249145224,-2.48607395,0.276151829,-0.400775408,0.236663426,0.336777801,-0.300411842
242,3026,T,Remember they can’t grow until you have soil.,E,SK,0.274976291,-0.351805378,0.309545002,0.370872617,-0.312463661,-0.465152334,-0.331296719,-0.296847157,0.343589233,0.259975789,0.326460844,0.28348406,-0.252437761,-3.822080303,0.291710508,-0.485847004,0.226398662,0.365229267,-0.326587514
243,3026,S,"[inaudible] bare rock, or virgin maple. ",Rs,SK,-0.769555425,-0.181233839,0.160491079,0.181471255,-0.175861701,1.938496424,-0.171865907,3.19481898,0.153844831,0.154961339,0.168155963,0.188792583,-0.157418042,0.233804768,0.166263844,-0.162012535,0.154751257,0.20837115,-0.175723703
244,3026,T,And then we’re getting a forest. ,E,SK,0.110644628,-0.142617754,-4.737105365,0.225532272,-0.139589164,-0.12789896,-0.153410978,-0.084962996,0.113002131,0.099058886,0.121792338,0.153990727,-0.112662603,0.124694981,0.143080622,-0.135256149,0.06300353,0.112816834,-0.13619566
245,3026,T,"Remember, we can’t have a climax community forest until we’ve gone thru the smaller stages, ok?",E,SK,0.201461883,-0.157727293,0.162067342,0.155183805,-0.168530745,-0.217529471,-0.157125409,7.950371645,0.15222977,0.160976087,0.167503676,0.188848649,-0.167046977,0.189749928,0.168126538,-0.148575841,0.175618421,0.240454825,-0.170654456
246,3026,T,Remember your diagrams?,P,OD,0.155712129,-0.207424625,0.173249283,0.219440683,-0.209919514,-0.268631192,-0.229193405,-0.172439208,0.213556056,0.143967935,0.186937848,0.185125792,-0.157531528,-1.620994624,0.190100317,-0.285752169,0.100111418,-2.317266878,-0.208904734
247,3026,S,Yes. ,Rs,OD,0.122612271,-0.141221414,0.103646054,0.218890018,-0.102388618,-0.120447366,-0.148353061,-0.06221159,0.101975085,0.082701345,0.111566972,0.128370908,-0.069362687,0.179284599,0.098103958,-0.156631191,0.032508812,0.110603504,3.818428898
248,3026,T,"Remember, you start with bare rock and you had to move your way up.",E,OD,0.241314932,-0.268997498,0.246717941,0.29685864,-0.253152997,2.834448983,-0.259094569,-0.253112224,0.258229554,0.222035378,0.258936442,0.261472578,-0.222223207,-1.535891024,0.244356528,-0.327065389,0.211918924,0.295082784,-0.261922777
249,3026,T,This was right off your diagram; it was right off your diagram. ,E,OD,0.193963622,-0.216929967,0.220714417,-4.073011683,-0.210438232,-0.232529204,-0.270757192,-0.170744807,0.230352591,0.179723603,0.24006634,0.20823723,-0.189021187,0.227562708,0.199258881,-0.252490828,0.161475491,0.195380798,-0.307071039
250,3026,T,So we need to work on that a little bit for the final demo. ,P,,0.156130061,-0.208971585,0.207757018,0.177517935,-0.167764362,-0.182874192,-0.227442608,-0.179656043,0.166023528,0.15875594,0.165861835,-6.625531106,-0.16521788,0.083146486,0.161331095,-0.192180434,0.224897187,0.183361298,-0.219603179
251,3026,T,"This was primary, secondary or both. [inaudible]? ",Q,SK,-1.658879573,-0.253457018,0.15864127,0.178906742,3.613274125,-0.165883375,-0.17646732,-0.140426126,0.150935213,0.144899246,0.163078336,0.155069878,-0.144030058,0.172062654,0.157953762,-0.206659905,0.135110667,0.235757372,-0.173674561
252,3026,S,Primary. ,Rs,SK,0.131091129,-0.17378599,0.084788562,0.1372429,3.709864339,-0.102234386,-0.100830115,-0.035472377,0.082110088,0.059477396,0.091239007,0.075125046,-0.042241106,0.148166047,0.074398198,-0.158992173,5.18E-05,0.161564724,-0.083800396
253,3026,T,Primary. ,Fy,SK,0.131091129,-0.17378599,0.084788562,0.1372429,3.709864339,-0.102234386,-0.100830115,-0.035472377,0.082110088,0.059477396,0.091239007,0.075125046,-0.042241106,0.148166047,0.074398198,-0.158992173,5.18E-05,0.161564724,-0.083800396
254,3026,T,"Oh, you all did really good on that one. ",Fs,SK,0.287777376,4.719176852,0.214203888,0.206288474,-0.260435694,-0.192995648,-0.236885779,-0.15804646,0.228928458,0.186726187,0.222458869,0.214212376,-0.179147213,0.232967644,0.205747525,-0.205012863,0.150294755,0.181563702,-0.2308993
255,3026,T,"Ok, that is primary. Only two of you all picked secondary. ",Fs,SK,0.185117204,-0.197674293,0.145565613,0.156105933,2.842635663,-0.168909164,-0.190672459,-0.159564789,0.167993768,0.136993505,0.150888689,0.174185131,-0.166833864,0.185413768,0.178913449,-0.202647457,0.130150951,-2.810542461,-0.181812548
256,3026,T,The end result is a climax community in which it’s reached equilibrium. ,E,SK,0.166773972,-0.181752715,-6.069180635,0.278203648,-0.203961383,-0.172306095,-0.204386277,-0.159796335,0.163218672,0.161220906,0.173539853,0.224391532,-0.192996788,0.144178233,0.212646583,-0.168800473,0.161038287,0.166916503,-0.198537211
257,3026,S,Primary. Secondary. ,Rs,SK,0.203390865,-0.229832857,0.137998767,0.169263047,4.917914585,-0.14548785,-0.142774342,-0.106281017,0.130398705,0.118805923,0.141426664,0.130970759,-0.112490489,0.178720197,0.132664345,-0.206039223,0.093441728,0.240930302,-0.139067117
258,3026,T,"Primary, secondary, or is it both? ",Q,SK,0.203390865,-0.229832857,0.137998767,0.169263047,4.917914585,-0.14548785,-0.142774342,-0.106281017,0.130398705,0.118805923,0.141426664,0.130970759,-0.112490489,0.178720197,0.132664345,-0.206039223,0.093441728,0.240930302,-0.139067117
259,3026,S,Both. ,Rs,SK,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
260,3026,T,It’s both. ,Fy,SK,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
261,3026,T,Four of you didn’t answer that. ,P,,0.19208572,-0.186413421,0.16314209,0.278125872,-0.165089358,-0.169771824,-0.206138271,-0.141933301,0.156885369,0.149771188,0.168530617,0.201965242,-0.148652598,0.220211598,0.164272026,-0.202891246,0.136717789,0.172982009,5.063905273
262,3026,T," Listen. Whether it’s primary or secondary, eventually each one is going to have soil, right?",E,SK,0.253176645,-0.278535673,0.229472873,0.245430708,2.347127084,-0.292897334,-0.261937342,-0.245085941,0.254153016,0.210546836,0.237190209,0.242018479,-0.234566843,-1.157289189,0.249301774,-0.323401813,0.213166776,-1.78407608,-0.261356923
263,3026,T,And eventually each one… Can each one support a stable eco-system after thousands of years?,Q,SK,0.166443876,-0.146496363,0.15686698,0.146274309,-0.175837225,-0.156665289,-0.20353385,-0.173931901,0.168023506,0.167656023,0.167874312,0.271805143,-0.175600673,0.124558287,0.451231614,-0.136071689,-9.750779538,0.160153452,-0.172879916
264,3026,S,Yes. ,Ry,SK,0.122612271,-0.141221414,0.103646054,0.218890018,-0.102388618,-0.120447366,-0.148353061,-0.06221159,0.101975085,0.082701345,0.111566972,0.128370908,-0.069362687,0.179284599,0.098103958,-0.156631191,0.032508812,0.110603504,3.818428898
