number,TeacherID,speaker,utterance,ut,rc,PCA_best_dim_1,PCA_best_dim_2,PCA_best_dim_3,PCA_best_dim_4,PCA_best_dim_5,PCA_best_dim_6,PCA_best_dim_7,PCA_best_dim_8,PCA_best_dim_9,PCA_best_dim_10,PCA_best_dim_11,PCA_best_dim_12,PCA_best_dim_13,PCA_best_dim_14,PCA_best_dim_15,PCA_best_dim_16,PCA_best_dim_17
190,3026,S,And then you divide by the number. ,Rs,SK,0.686740366,-0.455711502,-0.049127694,0.157616427,-1.147989311,0.58872061,0.136144792,-1.003808837,0.539652585,0.848990507,0.323266438,4.210905258,-2.117585304,-0.12497305,2.965797623,0.233832379,-0.431549389
191,3026,T,"Right, so I can measure my speed exactly as I go up a hill, and I could later on give my average, so that’s two different things, ok?  ",Fq,SK,0.750150182,-0.177032759,0.754863433,-1.39178807,3.170882986,-2.54122596,0.152007765,-0.072653848,-0.963645023,-0.396860025,1.270017666,-1.188568714,-1.584400952,-1.795449894,1.28392707,2.950205312,-1.275148935
192,3026,T,"We’re going to look at speed today and we’re going to do some calculations using some equipment that you see on your desk. Questions on your bell ringer? We need to jump back to yesterday for a minute. We did not get to finish our questions over equilibrium, did we? ",P,,1.154487633,-0.138859623,-0.133855566,0.074988247,-1.460238847,0.484561003,0.065099079,-1.160936385,0.65695192,0.862849174,0.311471644,5.186084458,-2.548186427,-0.197744046,3.579857082,-0.001476958,-0.49338652
193,3026,T,"T:  I know, I’m fixing it. Ok, so in your own words, what does equilibrium mean? ",Q,SK,-0.235664487,-0.519502785,1.666580994,-1.510416074,2.330447928,-0.419257072,-0.39232644,-1.795184493,0.509344991,1.916948422,-2.54584206,1.823748701,0.584257383,1.473159881,-2.443386901,0.114629419,0.422294165
194,3026,T,"Ok, we talked about equilibrium, ",P,SK,-0.434478251,0.1064063,0.04381036,-0.810232363,0.093415413,0.590857695,2.266071591,2.285218825,-0.095279488,0.145965042,1.768945078,0.508833625,-0.216892542,2.452554031,-0.727967021,0.657358649,0.081058107
195,3026,T,"[inaudible], when an eco-system reaches that climax community, so let’s see what you all said. ",P,SK,-1.243560884,0.398335977,-0.404022278,-1.155626228,-0.066888267,1.70498299,2.053458615,3.751943283,-1.361841261,0.811257837,-0.698666581,1.306120842,-0.935759184,-2.254713535,-1.81282457,-0.042798009,-0.712568738
196,3026,T,"Alright, balance, eco-system balance, 50/50 the same, eco system that stays in balance. ",Fs,SK,-0.239014289,-0.535360415,1.71216554,-1.555299651,2.397485804,-0.436910685,-0.406741864,-1.844528038,0.519898187,1.968197233,-2.621068393,1.874353557,0.60349116,1.513340964,-2.515135728,0.11026384,0.434543732
197,3026,T,"I think the key word here is what, guys? ",Q,SK,-1.674940198,-0.832141715,-1.476235195,-2.315705765,-0.531349392,-0.852449851,0.492576484,-0.36852732,0.522791542,-0.838361728,-1.041863581,-0.696429961,-0.172966744,0.299541931,1.297678211,-1.107954922,0.46145064
198,3026,S,Balance.,Rs,SK,-0.185417467,-0.281638353,0.982812854,-0.837162458,1.324879832,-0.154452881,-0.176095106,-1.055031356,0.351047052,1.148216283,-1.417447105,1.064675891,0.295750733,0.870443662,-1.367154542,0.180113094,0.238550669
199,3026,T,"Balance, meaning that we have reached a state… ",Fy,SK,-1.31510947,-0.014489049,-0.71751067,-1.453780845,-0.211731447,0.803006464,1.443242202,2.217297894,-0.674261915,0.246030116,-0.761981533,0.595519907,-0.643501444,-1.306114494,-0.712951746,-0.363677729,-0.29765192
200,3026,T,"One, two, three, four… Key word meaning balance, meaning the level, the system, whatever system we’re talking about; ",E,SK,-1.820863834,-0.91348446,-1.621299934,-2.538475905,-0.57967487,-0.950987594,0.52823553,-0.39668671,0.558679831,-0.9285119,-1.147701998,-0.766649533,-0.180845677,0.321359419,1.412977238,-1.236896761,0.505315451
201,3026,T," volcano, eco-system, you’re human body. ",E,OD,-0.225615082,-0.4719299,1.529827367,-1.375765353,2.129334308,-0.366296232,-0.349080175,-1.647153867,0.477685401,1.763201995,-2.320163071,1.671934139,0.526556053,1.352616639,-2.228140431,0.127726154,0.385545465
202,3026,T," What ever the system is it’s always trying to keep a stable condition; a balance of the systems, ok? ",E,OD,1.506817803,0.259851452,-0.715949432,1.806957998,-1.209889639,-1.888155528,2.904856082,-1.110270219,-0.143556553,0.737021598,-0.451247833,0.582098474,2.773646885,-0.399786265,0.191164394,0.807046715,-0.88232721
203,3026,T," Like your body is always trying to balance temperatures, so I think you all got that pretty good. ",E,EX,-0.239014289,-0.535360415,1.712165539,-1.555299651,2.397485803,-0.436910685,-0.406741864,-1.844528038,0.519898186,1.968197233,-2.621068393,1.874353556,0.60349116,1.513340965,-2.515135728,0.11026384,0.434543732
204,3026,T, Then we talked about the stages of succession in order.,E,SK,1.769497577,-1.361041739,-0.330304436,-0.934057235,-1.526940646,1.64069575,-1.276266355,0.04511776,-1.344273727,-0.510682204,-1.386618345,-1.07122325,0.607702189,1.128950268,0.088745082,1.440504233,-2.070457589
205,3026,T,Here were your choices. If we’re going from earliest to latest… ,P,SK,-0.225615083,-0.471929898,1.529827368,-1.375765352,2.12933431,-0.366296234,-0.349080174,-1.647153868,0.477685402,1.763201995,-2.32016307,1.67193414,0.526556053,1.352616639,-2.228140431,0.127726153,0.385545466
206,3026,T,"Where are you glasses, sweetie? ",Q,,-0.726692091,0.40912178,1.826343242,0.359324998,-1.771829401,-0.317505354,-0.94995238,-0.434697992,0.002082821,-2.192444692,0.279255857,0.528196777,-1.821915053,0.200028012,-1.607268565,0.84183896,0.269034333
207,3026,S,I broke them. ,Rs,,-1.193109967,0.165769957,-0.965457149,0.888887994,0.383665748,0.066941158,-0.6585823,-0.14550366,-1.45889033,-0.714857047,-0.000251241,0.79676307,1.020067462,0.050704932,0.171759058,1.107928015,1.328190732
208,3026,T,"They’re broken. Here, have a seat right here. ",Fs,,0.367878554,0.452642497,0.081754792,0.363424245,1.330543129,2.378710077,0.919473309,-0.795611269,0.164519514,-0.794048218,0.109710659,-0.201357656,0.403721705,-0.538806155,0.243071181,-0.662515441,-0.366096151
209,3026,T,That way we won’t block you in. ,P,,0.787385583,-0.517114719,-0.064158896,0.169754861,-1.289503273,0.637483257,0.139136236,-1.120764871,0.589611265,0.939709305,0.352789791,4.73069602,-2.371167857,-0.148947439,3.328044563,0.229633347,-0.484687969
210,3026,T,"Alright, so which one would be the earliest stage that needs to be on top, Andrew? ",Q,SK,-1.175880897,-0.140949041,3.238753542,0.189585833,0.000491529,-0.045419845,-0.8454223,0.560638895,-1.182401743,0.378841074,0.84907556,-0.352308445,1.598289967,-0.017912076,1.777256893,-2.034327247,-0.677346909
211,3026,S,Bare rock. ,Rs,SK,1.45484441,-1.128282413,-0.26340003,-0.768296192,-1.27509681,1.400349689,-1.044853075,0.026238046,-1.096897587,-0.405028487,-1.141002041,-0.883922908,0.491597692,0.951928896,0.08525789,1.244990971,-1.72645477
212,3026,T,"Bare rock, right? ",Fy,SK,1.786348249,-1.496927649,-0.24241029,-0.608494189,-0.846611313,1.294495601,-0.835124303,0.049020059,-0.966188998,-0.374694232,-0.601950633,-0.743018306,0.370603659,0.477827027,-0.097087862,0.568602732,-0.74258892
213,3026,T,That’s after lava has hardened and we have nothing but bare rock. ,E,SK,0.047278693,-1.096591729,-0.903269816,-1.6248815,-1.029145021,0.394122952,-0.391844938,-0.161704781,-0.410741096,-0.674521966,-1.214240967,-0.883826607,0.217367723,0.714246099,0.693211646,0.166274657,-0.804503478
214,3026,T,Is there life there yet? ,Q,SK,-0.574624429,0.315719887,1.387537938,0.284621006,-1.332841464,-0.188474181,-0.684410954,-0.343063618,0.036557895,-1.6135235,0.231211767,0.409292293,-1.38866749,0.16672652,-1.188495947,0.698235385,0.200165581
215,3026,S,No.,Ry,,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
216,3026,T,Is there soil there yet? ,Q,SK,1.358962266,-1.329589641,-0.041238051,0.019902819,0.332024201,0.535092505,0.026044038,0.026862266,-0.15833866,-0.060398991,0.693628989,-0.080788714,-0.080474469,-0.559132572,-0.326115772,-0.760869134,1.3479387
217,3026,S,No. ,Ry,SK,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
218,3026,T,"No, bare rock, ",Fy,SK,1.45484441,-1.128282413,-0.26340003,-0.768296192,-1.27509681,1.400349689,-1.044853075,0.026238046,-1.096897587,-0.405028487,-1.141002041,-0.883922908,0.491597692,0.951928896,0.08525789,1.244990971,-1.72645477
219,3026,T,so what’s the next thing that can grow on bare rock? ,Q,SK,1.769497579,-1.36104174,-0.330304436,-0.934057236,-1.526940647,1.640695751,-1.276266357,0.045117758,-1.34427373,-0.510682204,-1.386618348,-1.071223251,0.607702189,1.128950265,0.088745081,1.440504232,-2.07045759
220,3026,S,Minor species. ,Rs,SK,1.851423501,-1.784624262,-0.078691402,0.006367416,0.447991476,0.647250215,-0.002679062,0.058536526,-0.257779256,-0.121612022,0.895812153,-0.125244557,-0.077657692,-0.76778411,-0.45742834,-1.103633732,1.799398487
221,3026,T,Minor species; ,Fy,SK,1.851423501,-1.784624262,-0.078691402,0.006367416,0.447991476,0.647250215,-0.002679062,0.058536526,-0.257779256,-0.121612022,0.895812153,-0.125244557,-0.077657692,-0.76778411,-0.45742834,-1.103633732,1.799398487
222,3026,T,do they need soil to grow? ,Q,SK,1.251975708,-1.616434188,-0.527564073,0.854440784,0.75884356,0.212462019,-0.253077538,0.23066979,-0.101054883,-0.136251638,0.538461408,-0.192591925,-0.541266326,-0.248251328,-0.516621039,-1.342172793,0.777931289
223,3026,S,Yes. No. ,Ry,SK,-1.021058104,-0.393955553,-0.576863912,-0.397699947,-0.933136803,0.006819516,-0.170675416,-1.42341948,0.758887452,0.670249491,2.015921813,-0.069377347,0.570530869,-1.019886349,-1.402696973,0.043172625,-1.061596414
224,3026,T,No.,Fy,SK,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
225,3026,T,So are shrubs going to be next? ,Q,SK,0.493502808,1.91880318,-0.236923271,0.023212211,0.35026336,1.264939922,-0.007431108,-1.034529657,0.874308952,-0.163742103,0.138502692,-1.060344051,-0.708851382,0.044440784,0.294200589,0.015944412,1.018937808
226,3026,S,Yeah. I put shrubs. ,Rs,SK,-0.264567681,1.528717933,-0.479397175,0.288379533,0.020265372,1.645767181,-0.7009263,-0.848064493,0.476237708,1.999153028,0.406939214,-1.643275629,-1.142731927,0.310223512,0.630415934,0.743373189,1.299158792
227,3026,T,What do shrubs need to grow in? ,Q,SK,1.251975245,-1.61643397,-0.527564309,0.854441253,0.758843698,0.212461751,-0.253077668,0.230669874,-0.101054769,-0.136251629,0.538461157,-0.19259195,-0.541266581,-0.248250985,-0.516621035,-1.342172829,0.777930607
228,3026,S,Soil. ,Rs,SK,1.358962266,-1.329589641,-0.041238051,0.019902819,0.332024201,0.535092505,0.026044038,0.026862266,-0.15833866,-0.060398991,0.693628989,-0.080788714,-0.080474469,-0.559132572,-0.326115772,-0.760869134,1.3479387
229,3026,T,Soil. ,Fy,SK,1.358962266,-1.329589641,-0.041238051,0.019902819,0.332024201,0.535092505,0.026044038,0.026862266,-0.15833866,-0.060398991,0.693628989,-0.080788714,-0.080474469,-0.559132572,-0.326115772,-0.760869134,1.3479387
230,3026,T,Is there any soil yet on bare rock? ,Q,SK,1.803755901,-1.525737464,-0.234302592,-0.574490696,-0.770977169,1.261438657,-0.789378568,0.050437786,-0.929356296,-0.3622538,-0.512545638,-0.709716479,0.345616464,0.402341038,-0.120908818,0.465510963,-0.58782326
231,3026,S,No. ,Ry,SK,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
232,3026,T,"No, so shrubs can’t be next, so it has to be pioneer species. ",Fs,SK,2.097654117,-2.012141571,-0.097418078,-0.000400286,0.505975114,0.703329072,-0.017040612,0.074373655,-0.307499554,-0.152218537,0.996903735,-0.147472479,-0.076249304,-0.872109878,-0.523084623,-1.27501603,2.02512838
233,3026,T,"Then when the pioneer species start breaking down that rock, to form soil, then we can have seedlings and shrubs, ",E,SK,2.540869229,-2.421672731,-0.131126094,-0.01258215,0.610345659,0.80427101,-0.042891404,0.102880491,-0.396996092,-0.207310265,1.17886858,-0.187482738,-0.073714203,-1.059896261,-0.641265935,-1.583504166,2.431442183
234,3026,T,and then the last stage? ,Q,SK,-0.761358265,0.242840939,-0.200389015,-0.634425405,-0.045026562,1.059398583,1.221496355,2.114755944,-0.718202238,0.516393095,-0.361918261,0.768888545,-0.572830161,-1.259769718,-1.006833211,0.090154563,-0.409942419
235,3026,S,Virgin maple forest. ,Rs,SK,0.787385591,-0.517114717,-0.064158907,0.169754851,-1.289503272,0.637483265,0.139136223,-1.120764877,0.589611266,0.939709308,0.352789805,4.730696062,-2.371167867,-0.148947437,3.328044583,0.229633344,-0.48468798
236,3026,T,"Ok, Tim, you got that order correct. ",Fs,SK,-0.280607962,-0.777386244,-0.442673209,1.411444049,0.728878184,-0.210567332,-1.402768928,1.807580267,2.885007561,-0.315483752,-0.430067257,0.1030574,0.502005841,-0.074026164,0.178756396,0.395287392,-0.576760765
237,3026,T,"Some groups started with the pioneer species, ",Fs,SK,2.245392488,-2.148651959,-0.108654083,-0.004460907,0.540765295,0.736976383,-0.025657542,0.083875935,-0.337331734,-0.170582446,1.057558683,-0.160809232,-0.07540427,-0.93470534,-0.562478394,-1.37784541,2.160566315
238,3026,T," but remember, before the pioneer species, they have to grow on what? ",Fq,SK,2.245392489,-2.148651959,-0.108654083,-0.004460907,0.540765296,0.736976383,-0.025657542,0.083875935,-0.337331734,-0.170582446,1.057558684,-0.160809231,-0.07540427,-0.93470534,-0.562478395,-1.37784541,2.160566315
239,3026,S,Bare rock.,Rs,SK,1.45484441,-1.128282413,-0.26340003,-0.768296192,-1.27509681,1.400349689,-1.044853075,0.026238046,-1.096897587,-0.405028487,-1.141002041,-0.883922908,0.491597692,0.951928896,0.08525789,1.244990971,-1.72645477
240,3026,T,Bare rock. ,Fy,SK,1.45484441,-1.128282413,-0.26340003,-0.768296192,-1.27509681,1.400349689,-1.044853075,0.026238046,-1.096897587,-0.405028487,-1.141002041,-0.883922908,0.491597692,0.951928896,0.08525789,1.244990971,-1.72645477
241,3026,T,"Down here, bare rock was right, but someone put shrubs and seedlings next. ",E,SK,2.152820754,-1.92344633,-0.205133726,-0.38038563,-0.266191189,1.122236393,-0.53350104,0.074650016,-0.761490509,-0.319369514,0.116698424,-0.535216661,0.199415097,-0.147911852,-0.327285389,-0.314877286,0.552171739
242,3026,T,Remember they can’t grow until you have soil.,E,SK,2.097654118,-2.012141573,-0.097418078,-0.000400286,0.505975113,0.70332907,-0.017040612,0.074373657,-0.307499555,-0.152218537,0.996903735,-0.147472478,-0.076249303,-0.872109879,-0.523084624,-1.275016031,2.025128379
243,3026,S,"[inaudible] bare rock, or virgin maple. ",Rs,SK,1.001668533,-0.749345684,0.172484048,-0.242472662,-1.613922485,0.918683608,-0.65616063,-0.613816634,-0.28155162,-0.178461043,-0.35824106,1.998506359,-1.263592051,0.427707527,1.375114276,0.847335879,-1.051245366
244,3026,T,And then we’re getting a forest. ,E,SK,-0.97567053,0.31194984,-0.290892688,-0.86607021,-0.054742882,1.346324983,1.591257353,2.842394742,-1.004264018,0.647444094,-0.511584178,1.007658473,-0.734131956,-1.701966962,-1.365051569,0.031064532,-0.544443006
245,3026,T,"Remember, we can’t have a climax community forest until we’ve gone thru the smaller stages, ok?",E,SK,0.968546996,-0.627640505,-0.091215089,0.191604016,-1.544228399,0.725256042,0.144520801,-1.331285748,0.679536892,1.103003148,0.405931866,5.666319506,-2.827616477,-0.192101332,3.980089109,0.22207508,-0.580337444
246,3026,T,Remember your diagrams?,P,OD,1.498538512,-0.787312763,-0.309868037,0.71261282,-0.248281082,-0.38858878,1.140794873,-0.410076879,-0.169163495,0.239506844,0.282096307,0.169591441,1.029931076,-0.53193982,-0.146836689,-0.208251515,0.555856365
247,3026,S,Yes. ,Rs,OD,-1.021058104,-0.393955553,-0.576863912,-0.397699947,-0.933136803,0.006819516,-0.170675416,-1.42341948,0.758887452,0.670249491,2.015921813,-0.069377347,0.570530869,-1.019886349,-1.402696973,0.043172625,-1.061596414
248,3026,T,"Remember, you start with bare rock and you had to move your way up.",E,OD,2.050076081,-1.753403007,-0.252987551,-0.58108344,-0.712604376,1.317347424,-0.803504742,0.06628221,-0.978887079,-0.392796305,-0.410994046,-0.731773054,0.346896285,0.297626874,-0.186687667,0.293598231,-0.361297058
249,3026,T,This was right off your diagram; it was right off your diagram. ,E,OD,-1.674940199,-0.832141716,-1.476235197,-2.315705767,-0.531349392,-0.852449853,0.492576485,-0.368527321,0.522791542,-0.838361729,-1.041863583,-0.696429961,-0.172966745,0.299541928,1.297678213,-1.107954925,0.461450642
250,3026,T,So we need to work on that a little bit for the final demo. ,P,,-0.255206055,1.825597578,-0.91935892,0.060772709,-1.176541507,-0.085532387,-2.16716971,0.80687066,-0.727702117,4.678801384,0.344335552,-1.411902148,-0.929158743,0.568734078,0.53200555,0.665212232,0.955694948
251,3026,T,"This was primary, secondary or both. [inaudible]? ",Q,SK,-0.666529309,-0.37718995,1.747595514,1.289803008,-1.653438299,-0.542059403,1.106085069,-0.259889261,0.283341997,-0.439808587,-1.150725068,-1.012938606,-1.327942972,-0.306948657,-0.496329344,0.786765934,0.913142742
252,3026,S,Primary. ,Rs,SK,-0.438427814,-0.517292782,1.089387547,1.17774702,-0.994956379,-0.348512625,1.504397215,-0.122437709,0.335054614,0.428573213,-1.222791202,-1.191295346,-0.678071627,-0.356900896,0.131829596,0.571360572,0.809839622
253,3026,T,Primary. ,Fy,SK,-0.438427814,-0.517292782,1.089387547,1.17774702,-0.994956379,-0.348512625,1.504397215,-0.122437709,0.335054614,0.428573213,-1.222791202,-1.191295346,-0.678071627,-0.356900896,0.131829596,0.571360572,0.809839622
254,3026,T,"Oh, you all did really good on that one. ",Fs,SK,-1.133582518,-0.13389051,3.112048281,0.18442276,-0.000163237,-0.035658277,-0.807116875,0.535486917,-1.129506348,0.368617035,0.818595717,-0.336112954,1.530801376,-0.014522711,1.708879494,-1.94225717,-0.650510659
255,3026,T,"Ok, that is primary. Only two of you all picked secondary. ",Fs,SK,0.384018435,-0.302040676,0.518434437,1.769308939,-1.356346232,-1.21291451,2.529193713,-0.597900129,0.163721799,0.653937954,-1.212036483,-0.695411343,0.775624514,-0.489906849,0.176587878,0.762397013,0.23783651
256,3026,T,The end result is a climax community in which it’s reached equilibrium. ,E,SK,-1.220598855,0.390931451,-0.394325458,-1.130807144,-0.065847233,1.674240877,2.013841369,3.673981988,-1.331191786,0.797216662,-0.682630948,1.280538354,-0.918476849,-2.207335262,-1.77444403,-0.036466935,-0.698157963
257,3026,S,Primary. Secondary. ,Rs,SK,-0.545096606,-0.701561784,1.428809395,1.550159683,-1.321315964,-0.530889958,1.968458506,-0.140530108,0.400078443,0.530350917,-1.659414769,-1.605920066,-0.874453903,-0.498141875,0.153165483,0.672672543,1.081933049
258,3026,T,"Primary, secondary, or is it both? ",Q,SK,-0.545096606,-0.701561784,1.428809395,1.550159683,-1.321315964,-0.530889958,1.968458506,-0.140530108,0.400078443,0.530350917,-1.659414769,-1.605920066,-0.874453903,-0.498141875,0.153165483,0.672672543,1.081933049
259,3026,S,Both. ,Rs,SK,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
260,3026,T,It’s both. ,Fy,SK,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
261,3026,T,Four of you didn’t answer that. ,P,,-1.321936993,-0.537112145,-0.792859217,-0.550436272,-1.238889862,-0.05711377,-0.264971668,-1.875172468,0.965188892,0.852585954,2.65886925,-0.110029401,0.790349425,-1.382122479,-1.892869941,-0.031578055,-1.413314999
262,3026,T," Listen. Whether it’s primary or secondary, eventually each one is going to have soil, right?",E,SK,0.937002445,-0.967082772,0.461080325,1.372253007,-0.898016335,-0.679929903,1.92748865,-0.393307251,0.03106766,0.437984537,-0.679724638,-0.700755089,0.433089959,-0.69377786,-0.048721317,0.127628506,0.961927202
263,3026,T,And eventually each one… Can each one support a stable eco-system after thousands of years?,Q,SK,-0.35744145,2.085097557,-0.354017816,0.646198076,1.237725394,4.20400836,0.300665891,-2.948659069,1.872323011,0.391454913,0.652319856,-2.843708797,-1.958480615,0.190799501,1.050308606,1.093504738,2.388679464
264,3026,S,Yes. ,Ry,SK,-1.021058104,-0.393955553,-0.576863912,-0.397699947,-0.933136803,0.006819516,-0.170675416,-1.42341948,0.758887452,0.670249491,2.015921813,-0.069377347,0.570530869,-1.019886349,-1.402696973,0.043172625,-1.061596414
265,3026,T,"So each one, it’s ultimate goal is to reach what kind of community? ",Q,SK,-0.066049135,-0.035159156,0.277268142,-0.800136236,0.200799933,0.074925322,2.810334881,1.973457357,0.53337812,-0.204426259,3.42184909,0.174741029,0.141029097,5.441118752,-0.308370793,1.108893575,0.521964142
266,3026,S,Climax. ,Rs,SK,-0.761358264,0.242840939,-0.200389016,-0.634425405,-0.045026563,1.059398584,1.221496356,2.114755944,-0.718202237,0.516393095,-0.361918262,0.768888547,-0.572830162,-1.259769718,-1.006833211,0.090154563,-0.409942419
267,3026,T,"Climax community, ",Fy,,-0.97567054,0.311949845,-0.290892689,-0.866070216,-0.054742876,1.346324987,1.591257362,2.842394765,-1.004264027,0.647444093,-0.511584182,1.007658457,-0.734131949,-1.701966972,-1.365051593,0.031064531,-0.544443006
268,3026,T,"So it doesn’t matter if you start as primary when a volcano erupts, ",E,SK,2.414236297,-2.304663809,-0.121495207,-0.009101591,0.580525472,0.775430435,-0.035505429,0.094735678,-0.371425641,-0.19156976,1.126878579,-0.17605126,-0.074438531,-1.006243004,-0.607499836,-1.495364668,2.315352511
269,3026,T, or it doesn’t matter if it’s secondary if you have a forest fire. ,E,SK,-0.459932231,-0.882784278,-1.48469086,2.730175172,1.349691306,-0.833307022,-0.780739527,0.58386717,0.323084649,-0.11950435,-0.408998048,-0.305146318,-1.562993448,1.061017793,-0.54180139,-1.592679855,-1.829216421
270,3026,T,"Either way you need to try to get your climax community again, right? ",E,SK,-1.324851874,-0.272804513,-0.440189598,-1.083777454,-0.511812699,0.36786542,1.575471194,1.622554652,-0.376499445,0.179892762,-1.081450141,0.014897043,-0.691566822,-1.072455465,-0.351021263,-0.305460936,0.06492939
271,3026,S,Yes. ,Ry,SK,-1.021058104,-0.393955553,-0.576863912,-0.397699947,-0.933136803,0.006819516,-0.170675416,-1.42341948,0.758887452,0.670249491,2.015921813,-0.069377347,0.570530869,-1.019886349,-1.402696973,0.043172625,-1.061596414
272,3026,T,"Of course, after a forest fire…",Q,SK,1.454844398,-1.128282403,-0.263400027,-0.768296177,-1.275096807,1.400349677,-1.044853057,0.026238033,-1.096897564,-0.405028469,-1.14100202,-0.883922835,0.491597654,0.951928879,0.08525793,1.244990956,-1.726454752
273,3026,S,Secondary. ,Rs,SK,-0.438427814,-0.517292782,1.089387547,1.17774702,-0.994956379,-0.348512625,1.504397214,-0.122437709,0.335054614,0.428573213,-1.222791202,-1.191295346,-0.678071627,-0.356900896,0.131829596,0.571360572,0.809839622
274,3026,T,Secondary. ,Fy,SK,-0.438427814,-0.517292782,1.089387547,1.17774702,-0.994956379,-0.348512625,1.504397214,-0.122437709,0.335054614,0.428573213,-1.222791202,-1.191295346,-0.678071627,-0.356900896,0.131829596,0.571360572,0.809839622
275,3026,T,Most of you all got that right; that’s good. ,Fy,,0.553274384,-0.964190285,0.92663283,-0.857465565,1.498830747,0.013783684,-0.219179758,-1.00751997,0.201886156,1.056396739,-1.114172363,0.997992129,0.299975898,0.557466359,-1.564123397,-0.334033803,0.915740348
276,3026,T,True or false. A volcano reaches a state of equilibrium… ,Q,SK,-1.220598855,0.39093145,-0.394325458,-1.130807143,-0.065847233,1.674240877,2.013841368,3.673981987,-1.331191786,0.797216661,-0.682630948,1.280538353,-0.918476849,-2.207335261,-1.77444403,-0.036466935,-0.698157963
277,3026,S,True.,Rs,SK,-0.331865685,-0.538422339,-0.901261039,1.729050368,0.83760296,-0.446334623,-0.445882203,0.33935679,0.254421578,-0.028475181,-0.222968967,-0.170999393,-1.010217705,0.688194387,-0.313192646,-0.895140663,-1.145675512
278,3026,T,…after… ,Fq,SK,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
279,3026,S,True. ,Rs,SK,-0.331865685,-0.538422339,-0.901261039,1.729050368,0.83760296,-0.446334623,-0.445882203,0.33935679,0.254421578,-0.028475181,-0.222968967,-0.170999393,-1.010217705,0.688194387,-0.313192646,-0.895140663,-1.145675512
280,3026,T,After it erupts. ,Q,SK,-1.091245659,-0.506770738,-0.895976246,-1.424625214,-0.33804748,-0.458298893,0.349940307,-0.255889769,0.379238386,-0.47776104,-0.618509927,-0.415551669,-0.141451013,0.212271971,0.836482106,-0.592187578,0.285991403
281,3026,S,True. ,Rs,SK,-0.331865685,-0.538422339,-0.901261039,1.729050368,0.83760296,-0.446334623,-0.445882203,0.33935679,0.254421578,-0.028475181,-0.222968967,-0.170999393,-1.010217705,0.688194387,-0.313192646,-0.895140663,-1.145675512
282,3026,T,True. ,Fq,SK,-0.331865685,-0.538422339,-0.901261039,1.729050368,0.83760296,-0.446334623,-0.445882203,0.33935679,0.254421578,-0.028475181,-0.222968967,-0.170999393,-1.010217705,0.688194387,-0.313192646,-0.895140663,-1.145675512
283,3026,T,"Remember, what is there more of under the crust before it erupts? ",Q,SK,-1.577657773,-0.777913221,-1.379525371,-2.16719234,-0.499132407,-0.786758024,0.468803788,-0.349754396,0.498866015,-0.778261613,-0.97130464,-0.649616912,-0.167714124,0.284996935,1.220812194,-1.0219937,0.432207435
284,3026,S,Pressure. ,Rs,SK,1.061527948,-0.837333254,-0.179769522,-0.561094887,-0.960292014,1.09991711,-0.755586472,0.002638406,-0.787677408,-0.27296134,-0.833981657,-0.649797477,0.346467069,0.730652182,0.080898901,1.000599394,-1.296451242
285,3026,T,Pressure. ,Fy,SK,1.061527948,-0.837333254,-0.179769522,-0.561094887,-0.960292014,1.09991711,-0.755586472,0.002638406,-0.787677408,-0.27296134,-0.833981657,-0.649797477,0.346467069,0.730652182,0.080898901,1.000599394,-1.296451242
286,3026,T,And is that equal to the pressure outside the volcano? ,Q,SK,1.769497578,-1.36104174,-0.330304436,-0.934057235,-1.526940646,1.640695751,-1.276266358,0.04511776,-1.344273726,-0.510682204,-1.386618349,-1.071223251,0.607702191,1.128950265,0.088745082,1.440504234,-2.070457591
287,3026,S,No. ,Ry,SK,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
